; 				LaTeX热键触发表

; 每行用Tab键，最多分出3个字段
; 第1个字段代表LaTex“键”
; 第2个字段代表LaTex对应“Unicode”或“文字描述”
; 第3个字段（如果存在的话）代表LaTex对应“LaTex块”
; 如果第2个字段以:开头，表明只适用于unicode模式. 【这种情况下禁止“第1个字段”在“第2个字段”中完整出现】
; “第1个字段”在“第2个字段”中完整出现，表明只适用于latex助手模式. 【这种情况下禁止如果第2个字段以:开头】



; 下标和上标 https://katex.org/docs/supported.html#line-breaks

\alignstar	无编号对齐 \begin{align*} a&=b+c \\ d+e&=f \end{align*}	{Text}\begin{align*} a&=b+c \\ d+e&=f \end{align*}##{Left 28}
\gatherstar	无编号居中 \begin{gather*} a=b \\ e=b+c \end{gather*}	{Text}\begin{gather*} a=b \\ e=b+c \end{gather*}##{Left 25}
\alignatstar	无编号紧凑对齐 \begin{alignat*}{2} 10&x+&3&y=2\\ 3&x+&13&y=4 \end{alignat*}	{Text}\begin{alignat*}{2} 10&x+&3&y=2\\ 3&x+&13&y=4 \end{alignat*}##{Left 39}
\equationstar	无编号公式 \begin{equation*} a=b+c \end{equation*}	{Text}\begin{equation*} a=b+c \end{equation*}##{Left 20}

; 补全P：HTML/链接（需 trust 选项）
\href	链接 \href	{Text}\href{https://www.google.com}{google}##{Left 9}


; 补全S：集合与堆叠
\Set	集合 \Set{x | x<5}	{Text}\Set{x | x<5}##{Left 8}
\set	集合 \set{x | x<5}	{Text}\set{x | x<5}##{Left 8}
\substack	多行堆叠 \substack{0<i<m\\0<j<n}	{Text}\substack{0<i<m\\0<j<n}##{Left 13}
